;AccidentUID;AccidentType;AccidentType_de;AccidentSeverityCategory_de;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;RoadType_de;Location;CantonCode;MunicipalityCode;MunicipalityName;AccidentYear;AccidentMonth;Month_Year;AccidentMonth_de;AccidentWeekDay_de;AccidentHour;AccidentHour_text
1607;532743E407A30146E0530A8394276D0B;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.43136224124362,9.400589123837296;SG;3203;St. Gallen;2017;6;2017-06;Juni;Dienstag;13;13h-14h
1621;0AF40C2D86E90188E0530A839427A4C1;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Hauptstrasse;47.430184303625545,9.379769656394297;SG;3203;St. Gallen;2014;11;2014-11;November;Freitag;11;11h-12h
1623;0A6CD776A60F0056E0530A8394274C12;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.42339004308169,9.370202398895138;SG;3203;St. Gallen;2014;11;2014-11;November;Dienstag;18;18h-19h
1633;CF29A041134AC121E053DDB9D80AFB96;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Hauptstrasse;47.415373022606126,9.360540448527065;SG;3203;St. Gallen;2021;8;2021-08;August;Freitag;22;22h-23h
1644;3F99CCC6C08300CEE0530A839427DA17;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.43333634256913,9.408829650413685;SG;3203;St. Gallen;2016;9;2016-09;September;Freitag;11;11h-12h
1645;3DA0B8DDB14E01D8E0530A839427D720;at0;Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;True;False;andere;47.42952449014619,9.38743539982324;SG;3203;St. Gallen;2016;9;2016-09;September;Dienstag;15;15h-16h
1651;1112E73FA4B6006AE0530A839427589A;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.40555425674512,9.315314317194137;SG;3203;St. Gallen;2015;2;2015-02;Februar;Mittwoch;11;11h-12h
1660;8EDF61E3C38344C2E05328B9D80A53BA;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.4351281917867,9.396034017526139;SG;3203;St. Gallen;2019;7;2019-07;Juli;Samstag;16;16h-17h
1664;3FC32759A7EF0052E0530A8394271C45;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.42809338747279,9.377306971917736;SG;3203;St. Gallen;2016;10;2016-10;Oktober;Freitag;19;19h-20h
1674;91A1A00F4345A785E05328B9D80AAA80;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;andere;47.43829166320745,9.413163689634116;SG;3203;St. Gallen;2019;8;2019-08;August;Montag;17;17h-18h
1676;4806FAAE45A30152E0530A8394273961;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.423191439423626,9.373469587990906;SG;3203;St. Gallen;2016;11;2016-11;November;Dienstag;13;13h-14h
1700;967F830C2222C8D5E05328B9D80ACA90;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.41817816685633,9.356320476607142;SG;3203;St. Gallen;2019;9;2019-09;September;Freitag;12;12h-13h
1702;983BA7E208DBB9ECE05329B9D80A9527;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;andere;47.403958176101774,9.304431488943713;SG;3203;St. Gallen;2019;10;2019-10;Oktober;Dienstag;21;21h-22h
1710;0F23FF055A8802FEE0530A8394270932;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Hauptstrasse;47.41127249438725,9.34029995422282;SG;3203;St. Gallen;2015;1;2015-01;Januar;Dienstag;6;06h-07h
1714;CD46CEFED6F800EEE0430A839427497E;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Hauptstrasse;47.432442314998575,9.397910830342473;SG;3203;St. Gallen;2012;9;2012-09;September;Samstag;20;20h-21h
1717;F3C5B2EE767A0070E0430A8394270D4E;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.428317692526676,9.385906314920204;SG;3203;St. Gallen;2014;1;2014-01;Januar;Samstag;9;09h-10h
1727;EF988DF2357600CAE0430A839427BF7F;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Hauptstrasse;47.43694750539271,9.38793267101484;SG;3203;St. Gallen;2013;12;2013-12;Dezember;Donnerstag;17;17h-18h
1728;F6341014F64F0246E0430A839427FF7E;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.41460380068007,9.397241051382641;SG;3203;St. Gallen;2014;3;2014-03;März;Samstag;16;16h-17h
1733;F24E7D31D89D007CE0430A839427E3B9;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.413709913696195,9.354502745258271;SG;3203;St. Gallen;2014;1;2014-01;Januar;Freitag;7;07h-08h
1737;19D2AFE54A230122E0530A83942712F6;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Hauptstrasse;47.40755309109825,9.316325698999119;SG;3203;St. Gallen;2015;5;2015-05;Mai;Freitag;17;17h-18h
1739;19D2941C838001B6E0530A839427A7E4;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.431494845811486,9.381554356553531;SG;3203;St. Gallen;2015;5;2015-05;Mai;Montag;16;16h-17h
1744;19AA71857F0A01F2E0530A839427E042;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;andere;47.4434973663666,9.414948306303044;SG;3203;St. Gallen;2015;6;2015-06;Juni;Dienstag;11;11h-12h
1746;F67196634D2B010AE0430A83942731BE;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.423455682566605,9.37111949495192;SG;3203;St. Gallen;2014;2;2014-02;Februar;Dienstag;13;13h-14h
1751;03DFBD8B49A2014CE0530A839427D3F8;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.4180878070024,9.368233784827067;SG;3203;St. Gallen;2014;9;2014-09;September;Dienstag;15;15h-16h
1757;F9844DFB9A8B0030E0430A839427E0C6;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.42647350913468,9.3767972133142;SG;3203;St. Gallen;2014;3;2014-03;März;Dienstag;12;12h-13h
1758;0914CC51ED11020AE0530A8394277CD2;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.42534460288691,9.374369806071417;SG;3203;St. Gallen;2014;9;2014-09;September;Samstag;3;03h-04h
1759;04FB7C79029501F0E0530A8394277487;at0;Schleuder- oder Selbstunfall;Unfall mit Leichtverletzten;True;True;Nebenstrasse;47.43366827847731,9.398300710766135;SG;3203;St. Gallen;2014;9;2014-09;September;Samstag;16;16h-17h
1765;ED5433FDD6EF0170E0430A8394279BE0;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.431092623494784,9.382467779595279;SG;3203;St. Gallen;2013;10;2013-10;Oktober;Freitag;12;12h-13h
1776;FAD4774104AB0038E0430A839427752B;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;True;Nebenstrasse;47.43707140370646,9.37735559576735;SG;3203;St. Gallen;2014;5;2014-05;Mai;Donnerstag;19;19h-20h
1778;0C72CEF184FF02B6E0530A839427AFC5;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Hauptstrasse;47.441967550190924,9.39433618962882;SG;3203;St. Gallen;2014;12;2014-12;Dezember;Mittwoch;6;06h-07h
1782;D07F24CDBBD7AB44E053DDB9D80A3A10;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.426412672264156,9.377205980083136;SG;3203;St. Gallen;2021;9;2021-09;September;Freitag;13;13h-14h
1783;0D3B83E78DD2015AE0530A8394274B8E;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;andere;47.43695845147479,9.405874121444276;SG;3203;St. Gallen;2015;1;2015-01;Januar;Freitag;15;15h-16h
1789;F63436A0AB550078E0430A8394273FD1;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Nebenstrasse;47.4099478299302,9.334407968221507;SG;3203;St. Gallen;2014;3;2014-03;März;Donnerstag;13;13h-14h
1795;3BD3B46975F8019CE0530A8394275259;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;False;Hauptstrasse;47.43013057817009,9.37975443841303;SG;3203;St. Gallen;2016;8;2016-08;August;Freitag;15;15h-16h
1806;3B4ABE73AE3D0062E0530A839427A7AD;at8;Fussgängerunfall;Unfall mit Leichtverletzten;True;True;Nebenstrasse;47.434035406371244,9.393090000673164;SG;3203;St. Gallen;2016;8;2016-08;August;Freitag;12;12h-13h
