name;score;description;category;label;_geom;lat;lng
U_8vVfWedXpJyuIz34A6Ow;19.131769370874125;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/U_8vVfWedXpJyuIz34A6Ow""><img style=""width:200px"" src=""https://images.mapillary.com/U_8vVfWedXpJyuIz34A6Ow/thumb-320.jpg""></a><br>Streetwise Score: 19.131769370874125";2;0;47.4327434,9.3842546;47.4327434;9.3842546
vlhOXLi57LtListRM0tftw;24.919013326059215;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/vlhOXLi57LtListRM0tftw""><img style=""width:200px"" src=""https://images.mapillary.com/vlhOXLi57LtListRM0tftw/thumb-320.jpg""></a><br>Streetwise Score: 24.919013326059215";2;0;47.4329899,9.386746;47.4329899;9.386746
M7HcNU2_DIfsFXozseir_Q;23.992999971575387;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/M7HcNU2_DIfsFXozseir_Q""><img style=""width:200px"" src=""https://images.mapillary.com/M7HcNU2_DIfsFXozseir_Q/thumb-320.jpg""></a><br>Streetwise Score: 23.992999971575387";2;0;47.4332149,9.390685;47.4332149;9.390685
OegAmHl0li9pqgyZ5T08_g;30.941518640510143;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/OegAmHl0li9pqgyZ5T08_g""><img style=""width:200px"" src=""https://images.mapillary.com/OegAmHl0li9pqgyZ5T08_g/thumb-320.jpg""></a><br>Streetwise Score: 30.941518640510143";3;+;47.4323679,9.391136;47.4323679;9.391136
DpcsiIv-J4JynYHFF5MBjA;37.688809972593845;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/DpcsiIv-J4JynYHFF5MBjA""><img style=""width:200px"" src=""https://images.mapillary.com/DpcsiIv-J4JynYHFF5MBjA/thumb-320.jpg""></a><br>Streetwise Score: 37.688809972593845";3;+;47.431295,9.391639;47.431295;9.391639
PUtzlafB6TY4RwrYM_AGwA;32.64145619827346;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/PUtzlafB6TY4RwrYM_AGwA""><img style=""width:200px"" src=""https://images.mapillary.com/PUtzlafB6TY4RwrYM_AGwA/thumb-320.jpg""></a><br>Streetwise Score: 32.64145619827346";3;+;47.43063,9.391813;47.43063;9.391813
6Eb4h17o4KwI9BRFp3-79A;35.84518066278917;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/6Eb4h17o4KwI9BRFp3-79A""><img style=""width:200px"" src=""https://images.mapillary.com/6Eb4h17o4KwI9BRFp3-79A/thumb-320.jpg""></a><br>Streetwise Score: 35.84518066278917";3;+;47.430459,9.391123;47.430459;9.391123
PsaG6A7viYNvTxC4Z3hQ4A;32.19140155169001;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/PsaG6A7viYNvTxC4Z3hQ4A""><img style=""width:200px"" src=""https://images.mapillary.com/PsaG6A7viYNvTxC4Z3hQ4A/thumb-320.jpg""></a><br>Streetwise Score: 32.19140155169001";3;+;47.430281,9.390548;47.430281;9.390548
0gpegWqnOzXf7UU8aSiFRQ;34.14906721376823;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/0gpegWqnOzXf7UU8aSiFRQ""><img style=""width:200px"" src=""https://images.mapillary.com/0gpegWqnOzXf7UU8aSiFRQ/thumb-320.jpg""></a><br>Streetwise Score: 34.14906721376823";3;+;47.428318,9.386028;47.428318;9.386028
ko9mx2uh1N8kFXpvTJh08Q;30.26916549842613;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ko9mx2uh1N8kFXpvTJh08Q""><img style=""width:200px"" src=""https://images.mapillary.com/ko9mx2uh1N8kFXpvTJh08Q/thumb-320.jpg""></a><br>Streetwise Score: 30.26916549842613";3;+;47.42548,9.381903;47.42548;9.381903
GMseMNlddk7vfkBCmVwpFQ;23.907319445755036;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/GMseMNlddk7vfkBCmVwpFQ""><img style=""width:200px"" src=""https://images.mapillary.com/GMseMNlddk7vfkBCmVwpFQ/thumb-320.jpg""></a><br>Streetwise Score: 23.907319445755036";2;0;47.42432,9.379691;47.42432;9.379691
nslS_-xnbQuegOL8waGMLA;5.488407346044034;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/nslS_-xnbQuegOL8waGMLA""><img style=""width:200px"" src=""https://images.mapillary.com/nslS_-xnbQuegOL8waGMLA/thumb-320.jpg""></a><br>Streetwise Score: 5.488407346044034";0;wahrgenommene Sicherheit tief;47.432,9.370863;47.432;9.370863
flzekJeRdHIxvHiCTKgcbQ;18.644673476376592;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/flzekJeRdHIxvHiCTKgcbQ""><img style=""width:200px"" src=""https://images.mapillary.com/flzekJeRdHIxvHiCTKgcbQ/thumb-320.jpg""></a><br>Streetwise Score: 18.644673476376592";1;-;47.408273,9.294926;47.408273;9.294926
2b0ck-to6Jg9gwjo_ddYcw;3.8115092767460794;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/2b0ck-to6Jg9gwjo_ddYcw""><img style=""width:200px"" src=""https://images.mapillary.com/2b0ck-to6Jg9gwjo_ddYcw/thumb-320.jpg""></a><br>Streetwise Score: 3.8115092767460794";0;wahrgenommene Sicherheit tief;47.409715,9.306911;47.409715;9.306911
Bjn7HccMjAedE--m0CYI4w;9.278756700774991;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Bjn7HccMjAedE--m0CYI4w""><img style=""width:200px"" src=""https://images.mapillary.com/Bjn7HccMjAedE--m0CYI4w/thumb-320.jpg""></a><br>Streetwise Score: 9.278756700774991";1;-;47.411058,9.310004;47.411058;9.310004
O-DLum7LX9gi6l-l8EHKdQ;7.254680586357684;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/O-DLum7LX9gi6l-l8EHKdQ""><img style=""width:200px"" src=""https://images.mapillary.com/O-DLum7LX9gi6l-l8EHKdQ/thumb-320.jpg""></a><br>Streetwise Score: 7.254680586357684";0;wahrgenommene Sicherheit tief;47.411978,9.311678;47.411978;9.311678
ifB0Ntyfc9XrJEKBziiYUA;21.374849360778374;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ifB0Ntyfc9XrJEKBziiYUA""><img style=""width:200px"" src=""https://images.mapillary.com/ifB0Ntyfc9XrJEKBziiYUA/thumb-320.jpg""></a><br>Streetwise Score: 21.374849360778374";2;0;47.414331,9.315443;47.414331;9.315443
AS5vbqdDI9jk_s2qJt5teA;10.83100415355143;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/AS5vbqdDI9jk_s2qJt5teA""><img style=""width:200px"" src=""https://images.mapillary.com/AS5vbqdDI9jk_s2qJt5teA/thumb-320.jpg""></a><br>Streetwise Score: 10.83100415355143";1;-;47.415148,9.317005;47.415148;9.317005
m99xM_s9BFvBIXDzEQzY1g;5.596026384321543;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/m99xM_s9BFvBIXDzEQzY1g""><img style=""width:200px"" src=""https://images.mapillary.com/m99xM_s9BFvBIXDzEQzY1g/thumb-320.jpg""></a><br>Streetwise Score: 5.596026384321543";0;wahrgenommene Sicherheit tief;47.423113,9.345913;47.423113;9.345913
YVrfin0LYPy4YRt4TjzOXw;10.423929022709192;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/YVrfin0LYPy4YRt4TjzOXw""><img style=""width:200px"" src=""https://images.mapillary.com/YVrfin0LYPy4YRt4TjzOXw/thumb-320.jpg""></a><br>Streetwise Score: 10.423929022709192";1;-;47.4257149,9.354583;47.4257149;9.354583
dsg9P9Kv3imbGlZ_3VoRYA;23.096064829884103;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/dsg9P9Kv3imbGlZ_3VoRYA""><img style=""width:200px"" src=""https://images.mapillary.com/dsg9P9Kv3imbGlZ_3VoRYA/thumb-320.jpg""></a><br>Streetwise Score: 23.096064829884103";2;0;47.427439,9.3588229;47.427439;9.3588229
yLyO4u-8oIGP9BUMo6OtUg;16.985402387168463;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/yLyO4u-8oIGP9BUMo6OtUg""><img style=""width:200px"" src=""https://images.mapillary.com/yLyO4u-8oIGP9BUMo6OtUg/thumb-320.jpg""></a><br>Streetwise Score: 16.985402387168463";1;-;47.4284729,9.360909;47.4284729;9.360909
aCOgNOqiT6vXGl4lPrG6nA;20.6903093181994;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/aCOgNOqiT6vXGl4lPrG6nA""><img style=""width:200px"" src=""https://images.mapillary.com/aCOgNOqiT6vXGl4lPrG6nA/thumb-320.jpg""></a><br>Streetwise Score: 20.6903093181994";2;0;47.4007711,9.358928;47.4007711;9.358928
ooJTfNyHUHjZ8jTxwcwXMw;14.442156551062991;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ooJTfNyHUHjZ8jTxwcwXMw""><img style=""width:200px"" src=""https://images.mapillary.com/ooJTfNyHUHjZ8jTxwcwXMw/thumb-320.jpg""></a><br>Streetwise Score: 14.442156551062991";1;-;47.4018897,9.3608066;47.4018897;9.3608066
ak-cXmlz2WqVCjz6uqPn5Q;14.759152222066088;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ak-cXmlz2WqVCjz6uqPn5Q""><img style=""width:200px"" src=""https://images.mapillary.com/ak-cXmlz2WqVCjz6uqPn5Q/thumb-320.jpg""></a><br>Streetwise Score: 14.759152222066088";1;-;47.4038333,9.3638868;47.4038333;9.3638868
N4yJuKJcRH5Q33Pzsfb3tQ;26.47406725473273;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/N4yJuKJcRH5Q33Pzsfb3tQ""><img style=""width:200px"" src=""https://images.mapillary.com/N4yJuKJcRH5Q33Pzsfb3tQ/thumb-320.jpg""></a><br>Streetwise Score: 26.47406725473273";2;0;47.4039708,9.3648661;47.4039708;9.3648661
VmNxrGRd0JqJJRf5sJdUEQ;28.714141054526063;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/VmNxrGRd0JqJJRf5sJdUEQ""><img style=""width:200px"" src=""https://images.mapillary.com/VmNxrGRd0JqJJRf5sJdUEQ/thumb-320.jpg""></a><br>Streetwise Score: 28.714141054526063";2;0;47.4041517,9.3658646;47.4041517;9.3658646
Ps58fpFO0jva6bUj6MeZgw;23.864736800586723;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Ps58fpFO0jva6bUj6MeZgw""><img style=""width:200px"" src=""https://images.mapillary.com/Ps58fpFO0jva6bUj6MeZgw/thumb-320.jpg""></a><br>Streetwise Score: 23.864736800586723";2;0;47.4045846,9.3670088;47.4045846;9.3670088
IDRLkjsN_xUFEDyUiQlXZQ;21.882880523358693;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/IDRLkjsN_xUFEDyUiQlXZQ""><img style=""width:200px"" src=""https://images.mapillary.com/IDRLkjsN_xUFEDyUiQlXZQ/thumb-320.jpg""></a><br>Streetwise Score: 21.882880523358693";2;0;47.4084042,9.3685881;47.4084042;9.3685881
unEf0MUOpACWMmnMo1RhyA;32.640382373512246;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/unEf0MUOpACWMmnMo1RhyA""><img style=""width:200px"" src=""https://images.mapillary.com/unEf0MUOpACWMmnMo1RhyA/thumb-320.jpg""></a><br>Streetwise Score: 32.640382373512246";3;+;47.4101141,9.3670025;47.4101141;9.3670025
-z2lusCEfEeIFcBpFhAGsA;21.615072712324615;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/-z2lusCEfEeIFcBpFhAGsA""><img style=""width:200px"" src=""https://images.mapillary.com/-z2lusCEfEeIFcBpFhAGsA/thumb-320.jpg""></a><br>Streetwise Score: 21.615072712324615";2;0;47.4123385,9.3660388;47.4123385;9.3660388
PsxsDgGI8Lm-zpUB6GwLDA;30.41717215485066;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/PsxsDgGI8Lm-zpUB6GwLDA""><img style=""width:200px"" src=""https://images.mapillary.com/PsxsDgGI8Lm-zpUB6GwLDA/thumb-320.jpg""></a><br>Streetwise Score: 30.41717215485066";3;+;47.4133493,9.3637934;47.4133493;9.3637934
vr8uqoDscek0B_OSg5sGXQ;33.97797730289564;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/vr8uqoDscek0B_OSg5sGXQ""><img style=""width:200px"" src=""https://images.mapillary.com/vr8uqoDscek0B_OSg5sGXQ/thumb-320.jpg""></a><br>Streetwise Score: 33.97797730289564";3;+;47.41713,9.3626501;47.41713;9.3626501
w0qvq4-0ICJW0mDziUxMhg;30.058865422823025;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/w0qvq4-0ICJW0mDziUxMhg""><img style=""width:200px"" src=""https://images.mapillary.com/w0qvq4-0ICJW0mDziUxMhg/thumb-320.jpg""></a><br>Streetwise Score: 30.058865422823025";3;+;47.4174046,9.3632618;47.4174046;9.3632618
BRZCjid5nKOIds3n4Zr0XQ;26.17090827337159;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/BRZCjid5nKOIds3n4Zr0XQ""><img style=""width:200px"" src=""https://images.mapillary.com/BRZCjid5nKOIds3n4Zr0XQ/thumb-320.jpg""></a><br>Streetwise Score: 26.17090827337159";2;0;47.4191733,9.365831;47.4191733;9.365831
CdVO7ZAn4BMAUaB-8WWa3g;36.333699045110755;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/CdVO7ZAn4BMAUaB-8WWa3g""><img style=""width:200px"" src=""https://images.mapillary.com/CdVO7ZAn4BMAUaB-8WWa3g/thumb-320.jpg""></a><br>Streetwise Score: 36.333699045110755";3;+;47.4206152,9.3663728;47.4206152;9.3663728
ysuHJOkE9inO-EI72jJnjA;27.81168933207453;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ysuHJOkE9inO-EI72jJnjA""><img style=""width:200px"" src=""https://images.mapillary.com/ysuHJOkE9inO-EI72jJnjA/thumb-320.jpg""></a><br>Streetwise Score: 27.81168933207453";2;0;47.4222791,9.3692529;47.4222791;9.3692529
OQID_GzwYgMhA4OpGmLZsA;40.41248552098946;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/OQID_GzwYgMhA4OpGmLZsA""><img style=""width:200px"" src=""https://images.mapillary.com/OQID_GzwYgMhA4OpGmLZsA/thumb-320.jpg""></a><br>Streetwise Score: 40.41248552098946";4;wahrgenommene Sicherheit hoch;47.4254672,9.3797228;47.4254672;9.3797228
O3pCMBUuIO2zm6kxdW4FFA;30.220582376295035;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/O3pCMBUuIO2zm6kxdW4FFA""><img style=""width:200px"" src=""https://images.mapillary.com/O3pCMBUuIO2zm6kxdW4FFA/thumb-320.jpg""></a><br>Streetwise Score: 30.220582376295035";3;+;47.4251518,9.3790701;47.4251518;9.3790701
unLlvRCD4P5ZjgfPTlkVmg;33.986796431888166;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/unLlvRCD4P5ZjgfPTlkVmg""><img style=""width:200px"" src=""https://images.mapillary.com/unLlvRCD4P5ZjgfPTlkVmg/thumb-320.jpg""></a><br>Streetwise Score: 33.986796431888166";3;+;47.4252557,9.3787015;47.4252557;9.3787015
l86mcnRSXwpKFT4MSUqgOA;41.111266960371154;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/l86mcnRSXwpKFT4MSUqgOA""><img style=""width:200px"" src=""https://images.mapillary.com/l86mcnRSXwpKFT4MSUqgOA/thumb-320.jpg""></a><br>Streetwise Score: 41.111266960371154";4;wahrgenommene Sicherheit hoch;47.4255306,9.3783374;47.4255306;9.3783374
P684cwTLRK1ePVXH5Zjvow;40.939927419342766;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/P684cwTLRK1ePVXH5Zjvow""><img style=""width:200px"" src=""https://images.mapillary.com/P684cwTLRK1ePVXH5Zjvow/thumb-320.jpg""></a><br>Streetwise Score: 40.939927419342766";4;wahrgenommene Sicherheit hoch;47.4256101,9.3782862;47.4256101;9.3782862
XBYx6DGDDM8I36mpyCPYHg;39.123236711664966;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/XBYx6DGDDM8I36mpyCPYHg""><img style=""width:200px"" src=""https://images.mapillary.com/XBYx6DGDDM8I36mpyCPYHg/thumb-320.jpg""></a><br>Streetwise Score: 39.123236711664966";0;wahrgenommene Sicherheit tief;47.425685,9.3780171;47.425685;9.3780171
u9A8Xc3XgHCHRJg1Tl98XA;37.08369351293279;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/u9A8Xc3XgHCHRJg1Tl98XA""><img style=""width:200px"" src=""https://images.mapillary.com/u9A8Xc3XgHCHRJg1Tl98XA/thumb-320.jpg""></a><br>Streetwise Score: 37.08369351293279";3;+;47.4257034,9.3776991;47.4257034;9.3776991
w_yES4jDo9Qhh6Mh6_1-1A;35.25431212055731;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/w_yES4jDo9Qhh6Mh6_1-1A""><img style=""width:200px"" src=""https://images.mapillary.com/w_yES4jDo9Qhh6Mh6_1-1A/thumb-320.jpg""></a><br>Streetwise Score: 35.25431212055731";3;+;47.4257909,9.3773096;47.4257909;9.3773096
bUivqofkksEylLqwEdIwHg;42.471378307921505;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/bUivqofkksEylLqwEdIwHg""><img style=""width:200px"" src=""https://images.mapillary.com/bUivqofkksEylLqwEdIwHg/thumb-320.jpg""></a><br>Streetwise Score: 42.471378307921505";4;wahrgenommene Sicherheit hoch;47.4258469,9.3771907;47.4258469;9.3771907
qeAlnGWi_XW1qKamE_vztg;25.76356614435151;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qeAlnGWi_XW1qKamE_vztg""><img style=""width:200px"" src=""https://images.mapillary.com/qeAlnGWi_XW1qKamE_vztg/thumb-320.jpg""></a><br>Streetwise Score: 25.76356614435151";2;0;47.4274695,9.3584833;47.4274695;9.3584833
cQM7db_wHRa1VlcXZdbuBA;22.711023384946312;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/cQM7db_wHRa1VlcXZdbuBA""><img style=""width:200px"" src=""https://images.mapillary.com/cQM7db_wHRa1VlcXZdbuBA/thumb-320.jpg""></a><br>Streetwise Score: 22.711023384946312";2;0;47.4263709,9.3560216;47.4263709;9.3560216
VAybN40xPjD9It4ersSd1A;23.735197828134275;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/VAybN40xPjD9It4ersSd1A""><img style=""width:200px"" src=""https://images.mapillary.com/VAybN40xPjD9It4ersSd1A/thumb-320.jpg""></a><br>Streetwise Score: 23.735197828134275";2;0;47.4242878,9.3485873;47.4242878;9.3485873
qJjKy8BYjuafRNFpME_8cg;22.422727760153855;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/qJjKy8BYjuafRNFpME_8cg""><img style=""width:200px"" src=""https://images.mapillary.com/qJjKy8BYjuafRNFpME_8cg/thumb-320.jpg""></a><br>Streetwise Score: 22.422727760153855";2;0;47.4232905,9.3459906;47.4232905;9.3459906
jA3HmoPZdgmv02YKHSeUfQ;26.282654826849082;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/jA3HmoPZdgmv02YKHSeUfQ""><img style=""width:200px"" src=""https://images.mapillary.com/jA3HmoPZdgmv02YKHSeUfQ/thumb-320.jpg""></a><br>Streetwise Score: 26.282654826849082";2;0;47.423052,9.3453066;47.423052;9.3453066
aS2g42U7G7NUPNveff7ZAA;23.629013180399742;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/aS2g42U7G7NUPNveff7ZAA""><img style=""width:200px"" src=""https://images.mapillary.com/aS2g42U7G7NUPNveff7ZAA/thumb-320.jpg""></a><br>Streetwise Score: 23.629013180399742";2;0;47.4221447,9.3427016;47.4221447;9.3427016
Mq2oSZ1ChwcRI1oE8GVB_g;24.319108407649267;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Mq2oSZ1ChwcRI1oE8GVB_g""><img style=""width:200px"" src=""https://images.mapillary.com/Mq2oSZ1ChwcRI1oE8GVB_g/thumb-320.jpg""></a><br>Streetwise Score: 24.319108407649267";2;0;47.4218247,9.3413747;47.4218247;9.3413747
svFKk-MUg4l4PPYbfSNCDg;24.38265969772773;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/svFKk-MUg4l4PPYbfSNCDg""><img style=""width:200px"" src=""https://images.mapillary.com/svFKk-MUg4l4PPYbfSNCDg/thumb-320.jpg""></a><br>Streetwise Score: 24.38265969772773";2;0;47.4216877,9.3406689;47.4216877;9.3406689
1_D-vvPD0ePb_LELCvZToQ;27.401343033009276;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/1_D-vvPD0ePb_LELCvZToQ""><img style=""width:200px"" src=""https://images.mapillary.com/1_D-vvPD0ePb_LELCvZToQ/thumb-320.jpg""></a><br>Streetwise Score: 27.401343033009276";2;0;47.4214239,9.3392779;47.4214239;9.3392779
2WYvogoqdm-YZUevnBlwJw;24.86240282940272;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/2WYvogoqdm-YZUevnBlwJw""><img style=""width:200px"" src=""https://images.mapillary.com/2WYvogoqdm-YZUevnBlwJw/thumb-320.jpg""></a><br>Streetwise Score: 24.86240282940272";2;0;47.4210243,9.3371612;47.4210243;9.3371612
2AWPMUH75R4s4yvbGg8nKA;20.29718303864957;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/2AWPMUH75R4s4yvbGg8nKA""><img style=""width:200px"" src=""https://images.mapillary.com/2AWPMUH75R4s4yvbGg8nKA/thumb-320.jpg""></a><br>Streetwise Score: 20.29718303864957";2;0;47.4207643,9.3357354;47.4207643;9.3357354
QWgHAtZmXlB0qSLWPeGSiw;24.97928020996361;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/QWgHAtZmXlB0qSLWPeGSiw""><img style=""width:200px"" src=""https://images.mapillary.com/QWgHAtZmXlB0qSLWPeGSiw/thumb-320.jpg""></a><br>Streetwise Score: 24.97928020996361";2;0;47.4356247,9.3968951;47.4356247;9.3968951
3ixuEPbP0LMyiHJbEKoDkQ;21.868075086390114;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/3ixuEPbP0LMyiHJbEKoDkQ""><img style=""width:200px"" src=""https://images.mapillary.com/3ixuEPbP0LMyiHJbEKoDkQ/thumb-320.jpg""></a><br>Streetwise Score: 21.868075086390114";2;0;47.4345903,9.394197;47.4345903;9.394197
ZSnejVxyl6QYcGN68kZApg;23.64386727631061;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/ZSnejVxyl6QYcGN68kZApg""><img style=""width:200px"" src=""https://images.mapillary.com/ZSnejVxyl6QYcGN68kZApg/thumb-320.jpg""></a><br>Streetwise Score: 23.64386727631061";2;0;47.4340425,9.3925145;47.4340425;9.3925145
a09JPoKh9GzXMMjKKsRUQA;29.445614350597292;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/a09JPoKh9GzXMMjKKsRUQA""><img style=""width:200px"" src=""https://images.mapillary.com/a09JPoKh9GzXMMjKKsRUQA/thumb-320.jpg""></a><br>Streetwise Score: 29.445614350597292";3;+;47.4332865,9.3876813;47.4332865;9.3876813
GPv1EdClobx7cZIP8D0zug;26.332213426683918;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/GPv1EdClobx7cZIP8D0zug""><img style=""width:200px"" src=""https://images.mapillary.com/GPv1EdClobx7cZIP8D0zug/thumb-320.jpg""></a><br>Streetwise Score: 26.332213426683918";2;0;47.4596107,9.4352564;47.4596107;9.4352564
VvbGq5ZFGlYHaxxWBKKzDg;26.322056408843313;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/VvbGq5ZFGlYHaxxWBKKzDg""><img style=""width:200px"" src=""https://images.mapillary.com/VvbGq5ZFGlYHaxxWBKKzDg/thumb-320.jpg""></a><br>Streetwise Score: 26.322056408843313";2;0;47.4550949,9.4293699;47.4550949;9.4293699
iIEgsqkNiRAlC3Ztuf72EQ;20.444121028559834;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/iIEgsqkNiRAlC3Ztuf72EQ""><img style=""width:200px"" src=""https://images.mapillary.com/iIEgsqkNiRAlC3Ztuf72EQ/thumb-320.jpg""></a><br>Streetwise Score: 20.444121028559834";2;0;47.4544458,9.4282793;47.4544458;9.4282793
0t6YDqeE1Bd13sb9PrA6pA;25.45543854485309;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/0t6YDqeE1Bd13sb9PrA6pA""><img style=""width:200px"" src=""https://images.mapillary.com/0t6YDqeE1Bd13sb9PrA6pA/thumb-320.jpg""></a><br>Streetwise Score: 25.45543854485309";2;0;47.453542,9.4268517;47.453542;9.4268517
DvFB4Ukbi-zhjfxwZvCKoA;18.758541931484125;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/DvFB4Ukbi-zhjfxwZvCKoA""><img style=""width:200px"" src=""https://images.mapillary.com/DvFB4Ukbi-zhjfxwZvCKoA/thumb-320.jpg""></a><br>Streetwise Score: 18.758541931484125";1;-;47.4532376,9.4263945;47.4532376;9.4263945
edCnDDKBjJYNsJCCbhT4nA;21.703944962257474;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/edCnDDKBjJYNsJCCbhT4nA""><img style=""width:200px"" src=""https://images.mapillary.com/edCnDDKBjJYNsJCCbhT4nA/thumb-320.jpg""></a><br>Streetwise Score: 21.703944962257474";2;0;47.4479508,9.4205578;47.4479508;9.4205578
HZnFXVZvFPnxq7-0ZlPlBQ;10.916844107429423;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/HZnFXVZvFPnxq7-0ZlPlBQ""><img style=""width:200px"" src=""https://images.mapillary.com/HZnFXVZvFPnxq7-0ZlPlBQ/thumb-320.jpg""></a><br>Streetwise Score: 10.916844107429423";1;-;47.4475366,9.4202777;47.4475366;9.4202777
54ko_ay15lKsXbNE8AusVQ;14.03787969077527;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/54ko_ay15lKsXbNE8AusVQ""><img style=""width:200px"" src=""https://images.mapillary.com/54ko_ay15lKsXbNE8AusVQ/thumb-320.jpg""></a><br>Streetwise Score: 14.03787969077527";1;-;47.4447861,9.4186674;47.4447861;9.4186674
Yv1TZ0YDynKajx2OR5vUww;12.098035641971773;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/Yv1TZ0YDynKajx2OR5vUww""><img style=""width:200px"" src=""https://images.mapillary.com/Yv1TZ0YDynKajx2OR5vUww/thumb-320.jpg""></a><br>Streetwise Score: 12.098035641971773";1;-;47.4443915,9.4184508;47.4443915;9.4184508
juiUMUrPjQm8mIu3G9kWIA;22.563465253892378;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/juiUMUrPjQm8mIu3G9kWIA""><img style=""width:200px"" src=""https://images.mapillary.com/juiUMUrPjQm8mIu3G9kWIA/thumb-320.jpg""></a><br>Streetwise Score: 22.563465253892378";2;0;47.4403392,9.4157487;47.4403392;9.4157487
f-zixh5WPEiPDBE8xygNfQ;27.012712789792047;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/f-zixh5WPEiPDBE8xygNfQ""><img style=""width:200px"" src=""https://images.mapillary.com/f-zixh5WPEiPDBE8xygNfQ/thumb-320.jpg""></a><br>Streetwise Score: 27.012712789792047";2;0;47.4394022,9.4138754;47.4394022;9.4138754
h3M2O7wCYCDko_Q-26fJ4A;6.663793337606551;"<a target=""_blank"" href=""https://www.mapillary.com/map/im/h3M2O7wCYCDko_Q-26fJ4A""><img style=""width:200px"" src=""https://images.mapillary.com/h3M2O7wCYCDko_Q-26fJ4A/thumb-320.jpg""></a><br>Streetwise Score: 6.663793337606551";0;wahrgenommene Sicherheit tief;47.4367971,9.3993076;47.4367971;9.3993076
